link	mun	region	lon	lat	ekatte	settlement_type	name	type	name_tr	mun_tr	region_tr
https://www.ekatte.com/област-търговище/община-попово/манастирица	Попово	Търговище	26.072433	43.254735	47007	с	Манастирица		manastiritsa	popovo	trgovische
https://www.ekatte.com/област-благоевград/община-разлог/годлево	Разлог	Благоевград	23.478428	41.929229	15326	с	Годлево		godlevo	razlog	blagoevgrad
https://www.ekatte.com/област-велико-търново/община-велико-търново/русковци	Велико Търново	Велико Търново	25.643441	42.836848	63464	с	Русковци		ruskovtsi	veliko-trnovo	veliko-trnovo
https://www.ekatte.com/област-пазарджик/община-брацигово/бяга	Брацигово	Пазарджик	24.37627	42.065519	7586	с	Бяга		bjaga	bratsigovo	pazardzhik
https://www.ekatte.com/област-хасково/община-тополовград/доброселец	Тополовград	Хасково	26.315055	42.146698	21659	с	Доброселец		dobroselets	topolovgrad	haskovo
https://www.ekatte.com/област-хасково/община-свиленград/свиленград	Свиленград	Хасково	26.201943	41.765488	65677	гр	Свиленград	gr	svilengrad	svilengrad	haskovo
https://www.ekatte.com/област-кърджали/община-крумовград/крумовград	Крумовград	Кърджали	25.65531	41.471294	39970	гр	Крумовград	gr	krumovgrad	krumovgrad	krdzhali
https://www.ekatte.com/област-монтана/община-бойчиновци/владимирово	Бойчиновци	Монтана	23.395027	43.533695	11418	с	Владимирово		vladimirovo	bojchinovtsi	montana
https://www.ekatte.com/област-пазарджик/община-пазарджик/црънча	Пазарджик	Пазарджик	24.226669	42.111618	78570	с	Црънча		tsrncha	pazardzhik	pazardzhik
https://www.ekatte.com/област-шумен/община-шумен/радко-димитриево	Шумен	Шумен	27.003974	43.187373	61443	с	Радко Димитриево		radko-dimitrievo	shumen	shumen
https://www.ekatte.com/област-габрово/община-габрово/орловци	Габрово	Габрово	25.368664	42.886009	53948	с	Орловци		orlovtsi	gabrovo	gabrovo
https://www.ekatte.com/област-смолян/община-смолян/кремене	Смолян	Смолян	24.627256	41.536993	39637	с	Кремене		kremene	smoljan	smoljan
https://www.ekatte.com/област-търговище/община-търговище/давидово	Търговище	Търговище	26.561723	43.288724	20050	с	Давидово		davidovo	trgovische	trgovische
https://www.ekatte.com/област-ямбол/община-болярово/шарково	Болярово	Ямбол	26.818975	42.053621	83051	с	Шарково		sharkovo	boljarovo	jambol
https://www.ekatte.com/област-габрово/община-габрово/гледаци	Габрово	Габрово	25.272152	42.911608	15059	с	Гледаци		gledatsi	gabrovo	gabrovo
https://www.ekatte.com/област-бургас/община-сунгурларе/босилково	Сунгурларе	Бургас	27.010915	42.821952	5726	с	Босилково		bosilkovo	sungurlare	burgas
https://www.ekatte.com/област-сливен/община-нова-загора/дядово	Нова Загора	Сливен	26.017907	42.435263	24760	с	Дядово		djadovo	nova-zagora	sliven
https://www.ekatte.com/област-пловдив/община-калояново/песнопой	Калояново	Пловдив	24.806983	42.484818	55926	с	Песнопой		pesnopoj	kalojanovo	plovdiv
https://www.ekatte.com/област-пловдив/община-родопи/устина	Родопи	Пловдив	24.519441	42.039863	75188	с	Устина		ustina	rodopi	plovdiv
https://www.ekatte.com/област-стара-загора/община-павел-баня/турия	Павел баня	Стара Загора	25.186659	42.57233	73451	с	Турия		turija	pavel-banja	stara-zagora
https://www.ekatte.com/област-смолян/община-мадан/равно-нивище	Мадан	Смолян	24.957467	41.495351	61234	с	Равно нивище		ravno-nivische	madan	smoljan
https://www.ekatte.com/област-софия/община-годеч/ропот	Годеч	София-област	22.98359	43.038253	63001	с	Ропот		ropot	godech	sofija-oblast
https://www.ekatte.com/област-благоевград/община-гърмен/осиково	Гърмен	Благоевград	23.777023	41.69598	54184	с	Осиково		osikovo	grmen	blagoevgrad
https://www.ekatte.com/област-кърджали/община-крумовград/кандилка	Крумовград	Кърджали	25.586133	41.417487	36021	с	Кандилка		kandilka	krumovgrad	krdzhali
https://www.ekatte.com/област-сливен/община-сливен/въглен	Сливен	Сливен	26.227909	42.750696	12414	с	Въглен		vglen	sliven	sliven
https://www.ekatte.com/област-враца/община-враца/паволче	Враца	Враца	23.601794	43.154061	55070	с	Паволче		pavolche	vratsa	vratsa
https://www.ekatte.com/област-пазарджик/община-пазарджик/паталеница	Пазарджик	Пазарджик	24.20498	42.12336	55556	с	Паталеница		patalenitsa	pazardzhik	pazardzhik
https://www.ekatte.com/област-русе/община-бяла/копривец	Бяла	Русе	25.879674	43.409018	38529	с	Копривец		koprivets	bjala	ruse
https://www.ekatte.com/област-варна/община-аксаково/генерал-кантарджиево	Аксаково	Варна	27.982163	43.355788	14653	с	Генерал Кантарджиево		general-kantardzhievo	aksakovo	varna
https://www.ekatte.com/област-добрич/община-крушари/телериг	Крушари	Добрич	27.668368	43.841602	72196	с	Телериг		telerig	krushari	dobrich
https://www.ekatte.com/област-кърджали/община-джебел/рът	Джебел	Кърджали	25.32061	41.551708	63611	с	Рът		rt	dzhebel	krdzhali
https://www.ekatte.com/област-монтана/община-медковец/медковец	Медковец	Монтана	23.174802	43.628116	47593	с	Медковец		medkovets	medkovets	montana
https://www.ekatte.com/област-бургас/община-айтос/карагеоргиево	Айтос	Бургас	27.185977	42.735321	36227	с	Карагеоргиево		karageorgievo	ajtos	burgas
https://www.ekatte.com/област-софия/община-самоков/ново-село	Самоков	София-област	23.635011	42.392093	52249	с	Ново село		novo-selo	samokov	sofija-oblast
https://www.ekatte.com/област-добрич/община-тервел/кочмар	Тервел	Добрич	27.451112	43.68864	39127	с	Кочмар		kochmar	tervel	dobrich
https://www.ekatte.com/област-сливен/община-котел/братан	Котел	Сливен	26.341598	42.985918	6135	с	Братан		bratan	kotel	sliven
https://www.ekatte.com/област-кърджали/община-ардино/искра	Ардино	Кърджали	25.162569	41.629061	32946	с	Искра		iskra	ardino	krdzhali
https://www.ekatte.com/област-стара-загора/община-опан/княжевско	Опан	Стара Загора	25.791618	42.212574	61791	с	Княжевско		knjazhevsko	opan	stara-zagora
https://www.ekatte.com/област-хасково/община-хасково/момино	Хасково	Хасково	25.729412	41.850616	48934	с	Момино		momino	haskovo	haskovo
https://www.ekatte.com/област-кърджали/община-кирково/шопци	Кирково	Кърджали	25.380903	41.382396	83449	с	Шопци		shoptsi	kirkovo	krdzhali
https://www.ekatte.com/област-велико-търново/община-елена/тънки-рът	Елена	Велико Търново	25.996537	42.995391	73568	с	Тънки рът		tnki-rt	elena	veliko-trnovo
https://www.ekatte.com/област-видин/община-видин/долни-бошняк	Видин	Видин	22.617725	44.004893	22318	с	Долни Бошняк		dolni-boshnjak	vidin	vidin
https://www.ekatte.com/област-смолян/община-девин/гьоврен	Девин	Смолян	24.374854	41.662994	18424	с	Гьоврен		govren	devin	smoljan
https://www.ekatte.com/област-благоевград/община-белица/черешово	Белица	Благоевград	23.708561	41.949107	80649	с	Черешово		chereshovo	belitsa	blagoevgrad
https://www.ekatte.com/област-враца/община-роман/струпец	Роман	Враца	23.89472	43.126619	69972	с	Струпец		strupets	roman	vratsa
https://www.ekatte.com/област-хасково/община-хасково/хасково	Хасково	Хасково	25.555446	41.934437	77195	гр	Хасково	gr	haskovo	haskovo	haskovo
https://www.ekatte.com/област-варна/община-провадия/венчан	Провадия	Варна	27.388532	43.235233	10663	с	Венчан		venchan	provadija	varna
https://www.ekatte.com/област-кюстендил/община-трекляно/брест	Трекляно	Кюстендил	22.607454	42.460114	6392	с	Брест		brest	trekljano	kjustendil
https://www.ekatte.com/област-бургас/община-сунгурларе/дъбовица	Сунгурларе	Бургас	26.629483	42.808203	83137	с	Дъбовица		dbovitsa	sungurlare	burgas
https://www.ekatte.com/област-монтана/община-берковица/котеновци	Берковица	Монтана	23.071146	43.285099	39044	с	Котеновци		kotenovtsi	berkovitsa	montana
https://www.ekatte.com/област-смолян/община-смолян/бориково	Смолян	Смолян	24.614209	41.492698	5414	с	Бориково		borikovo	smoljan	smoljan
https://www.ekatte.com/област-добрич/община-балчик/карвуна	Балчик	Добрич	28.019895	43.474103	36453	с	Карвуна		karvuna	balchik	dobrich
https://www.ekatte.com/област-плевен/община-левски/стежерово	Левски	Плевен	25.149563	43.503037	69153	с	Стежерово		stezherovo	levski	pleven
https://www.ekatte.com/област-русе/община-иваново/сваленик	Иваново	Русе	26.140324	43.580769	65509	с	Сваленик		svalenik	ivanovo	ruse
https://www.ekatte.com/област-хасково/община-ивайловград/орешино	Ивайловград	Хасково	26.091277	41.456946	53789	с	Орешино		oreshino	ivajlovgrad	haskovo
https://www.ekatte.com/област-пловдив/община-брезово/върбен	Брезово	Пловдив	24.966143	42.41891	12680	с	Върбен		vrben	brezovo	plovdiv
https://www.ekatte.com/област-велико-търново/община-елена/мирчовци	Елена	Велико Търново	25.821786	42.885296	48430	с	Мирчовци		mirchovtsi	elena	veliko-trnovo
https://www.ekatte.com/област-монтана/община-монтана/войници	Монтана	Монтана	23.172784	43.449388	11939	с	Войници		vojnitsi	montana	montana
https://www.ekatte.com/област-благоевград/община-струмяни/никудин	Струмяни	Благоевград	23.04391	41.566538	51737	с	Никудин		nikudin	strumjani	blagoevgrad
https://www.ekatte.com/област-велико-търново/община-златарица/рекичка	Златарица	Велико Търново	26.038905	43.015414	62476	с	Рекичка		rekichka	zlataritsa	veliko-trnovo
https://www.ekatte.com/област-пазарджик/община-пазарджик/драгор	Пазарджик	Пазарджик	24.299391	42.229328	23457	с	Драгор		dragor	pazardzhik	pazardzhik
https://www.ekatte.com/област-видин/община-димово/бела	Димово	Видин	22.710037	43.709272	3263	с	Бела		bela	dimovo	vidin
https://www.ekatte.com/област-варна/община-бяла/самотино	Бяла	Варна	27.861907	42.940098	65259	с	Самотино		samotino	bjala	varna
https://www.ekatte.com/област-кюстендил/община-невестино/пастух	Невестино	Кюстендил	22.903105	42.204832	55542	с	Пастух		pastuh	nevestino	kjustendil
https://www.ekatte.com/област-благоевград/община-хаджидимово/гайтаниново	Хаджидимово	Благоевград	23.71424	41.451458	14341	с	Гайтаниново		gajtaninovo	hadzhidimovo	blagoevgrad
https://www.ekatte.com/област-сливен/община-сливен/божевци	Сливен	Сливен	26.134892	42.865887	4947	с	Божевци		bozhevtsi	sliven	sliven
https://www.ekatte.com/област-разград/община-исперих/малко-йонково	Исперих	Разград	26.723017	43.6243	50512	с	Малко Йонково		malko-jonkovo	isperih	razgrad
https://www.ekatte.com/област-враца/община-козлодуй/хърлец	Козлодуй	Враца	23.830237	43.707008	77548	с	Хърлец		hrlets	kozloduj	vratsa
https://www.ekatte.com/област-бургас/община-сунгурларе/везенково	Сунгурларе	Бургас	26.706159	42.853414	10327	с	Везенково		vezenkovo	sungurlare	burgas
https://www.ekatte.com/област-габрово/община-трявна/гайдари	Трявна	Габрово	25.589397	42.800844	14310	с	Гайдари		gajdari	trjavna	gabrovo
https://www.ekatte.com/област-благоевград/община-гоце-делчев/корница	Гоце Делчев	Благоевград	23.677244	41.640036	38666	с	Корница		kornitsa	gotse-delchev	blagoevgrad
https://www.ekatte.com/област-варна/община-провадия/черноок	Провадия	Варна	27.217661	43.136058	81195	с	Черноок		chernook	provadija	varna
https://www.ekatte.com/област-габрово/община-габрово/пенковци	Габрово	Габрово	25.127163	42.906411	55796	с	Пенковци		penkovtsi	gabrovo	gabrovo
https://www.ekatte.com/област-враца/община-роман/хубавене	Роман	Враца	23.937846	43.105026	77493	с	Хубавене		hubavene	roman	vratsa
https://www.ekatte.com/област-плевен/община-левски/българене	Левски	Плевен	25.083281	43.437587	7274	с	Българене		blgarene	levski	pleven
https://www.ekatte.com/област-търговище/община-попово/цар-асен	Попово	Търговище	26.019589	43.419611	78077	с	Цар Асен		tsar-asen	popovo	trgovische
https://www.ekatte.com/област-софия/община-горна-малина/стъргел	Горна Малина	София-област	23.870891	42.747473	70127	с	Стъргел		strgel	gorna-malina	sofija-oblast
https://www.ekatte.com/област-велико-търново/община-горна-оряховица/горски-горен-тръмбеш	Горна Оряховица	Велико Търново	25.840535	43.222117	17107	с	Горски горен Тръмбеш		gorski-goren-trmbesh	gorna-orjahovitsa	veliko-trnovo
https://www.ekatte.com/област-ямбол/община-стралджа/каменец	Стралджа	Ямбол	26.737504	42.338206	35794	с	Каменец		kamenets	straldzha	jambol
https://www.ekatte.com/област-бургас/община-камено/винарско	Камено	Бургас	27.20016	42.604101	11096	с	Винарско		vinarsko	kameno	burgas
https://www.ekatte.com/област-варна/община-аврен/равна-гора	Аврен	Варна	27.804596	43.058443	61128	с	Равна гора		ravna-gora	avren	varna
https://www.ekatte.com/област-добрич/община-шабла/шабла	Шабла	Добрич	28.535233	43.537944	83017	гр	Шабла	gr	shabla	shabla	dobrich
https://www.ekatte.com/област-смолян/община-мадан/букова-поляна	Мадан	Смолян	25.001041	41.528644	6937	с	Букова поляна		bukova-poljana	madan	smoljan
https://www.ekatte.com/област-плевен/община-левски/козар-белене	Левски	Плевен	25.156513	43.409242	37647	с	Козар Белене		kozar-belene	levski	pleven
https://www.ekatte.com/област-велико-търново/община-свищов/ореш	Свищов	Велико Търново	25.2333	43.5833	53672	с	Ореш		oresh	svischov	veliko-trnovo
https://www.ekatte.com/област-перник/община-брезник/конска	Брезник	Перник	22.845797	42.732666	41126	с	Конска		konska	breznik	pernik
https://www.ekatte.com/област-велико-търново/община-стражица/кавлак	Стражица	Велико Търново	26.06572	43.171655	35078	с	Кавлак		kavlak	strazhitsa	veliko-trnovo
https://www.ekatte.com/област-кърджали/община-кърджали/вишеград	Кърджали	Кърджали	25.407786	41.60797	11346	с	Вишеград		vishegrad	krdzhali	krdzhali
https://www.ekatte.com/област-плевен/община-белене/бяла-вода	Белене	Плевен	25.038318	43.630601	7630	с	Бяла вода		bjala-voda	belene	pleven
https://www.ekatte.com/област-плевен/община-никопол/новачене	Никопол	Плевен	24.936844	43.549624	51932	с	Новачене		novachene	nikopol	pleven
https://www.ekatte.com/област-перник/община-перник/студена	Перник	Перник	23.126921	42.545426	70038	с	Студена		studena	pernik	pernik
https://www.ekatte.com/област-кърджали/община-момчилград/друмче	Момчилград	Кърджали	25.493172	41.504066	23830	с	Друмче		drumche	momchilgrad	krdzhali
https://www.ekatte.com/област-смолян/община-баните/траве	Баните	Смолян	25.009704	41.649171	72922	с	Траве		trave	banite	smoljan
https://www.ekatte.com/област-ловеч/община-ловеч/владиня	Ловеч	Ловеч	24.795872	43.295149	11452	с	Владиня		vladinja	lovech	lovech
https://www.ekatte.com/област-хасково/община-ивайловград/черни-рид	Ивайловград	Хасково	25.971663	41.514428	80995	с	Черни рид		cherni-rid	ivajlovgrad	haskovo
https://www.ekatte.com/област-кюстендил/община-кюстендил/коняво	Кюстендил	Кюстендил	22.781358	42.323985	38432	с	Коняво		konjavo	kjustendil	kjustendil
https://www.ekatte.com/област-габрово/община-габрово/камещица	Габрово	Габрово	25.13458	42.907643	35986	с	Камещица		kameschitsa	gabrovo	gabrovo
https://www.ekatte.com/област-видин/община-брегово/тияновци	Брегово	Видин	22.727672	44.075582	72518	с	Тияновци		tijanovtsi	bregovo	vidin
https://www.ekatte.com/област-шумен/община-смядово/желъд	Смядово	Шумен	27.175991	43.047379	29177	с	Желъд		zheld	smjadovo	shumen
https://www.ekatte.com/област-благоевград/община-благоевград/лешко	Благоевград	Благоевград	22.975187	41.932477	43520	с	Лешко		leshko	blagoevgrad	blagoevgrad
https://www.ekatte.com/област-кърджали/община-ардино/латинка	Ардино	Кърджали	25.107866	41.633693	43164	с	Латинка		latinka	ardino	krdzhali
https://www.ekatte.com/област-кърджали/община-кирково/априлци	Кирково	Кърджали	25.371507	41.318301	905	с	Априлци		apriltsi	kirkovo	krdzhali
https://www.ekatte.com/област-варна/община-бяла/горица	Бяла	Варна	27.840089	42.910144	16078	с	Горица		goritsa	bjala	varna
https://www.ekatte.com/област-хасково/община-ивайловград/кобилино	Ивайловград	Хасково	26.000074	41.504003	37410	с	Кобилино		kobilino	ivajlovgrad	haskovo
https://www.ekatte.com/област-разград/община-кубрат/беловец	Кубрат	Разград	26.390248	43.813883	3575	с	Беловец		belovets	kubrat	razgrad
https://www.ekatte.com/област-силистра/община-силистра/бабук	Силистра	Силистра	27.247152	44.01185	2097	с	Бабук		babuk	silistra	silistra
https://www.ekatte.com/област-монтана/община-чипровци/чипровци	Чипровци	Монтана	22.88207	43.384442	81390	гр	Чипровци	gr	chiprovtsi	chiprovtsi	montana
https://www.ekatte.com/област-велико-търново/община-стражица/кесарево	Стражица	Велико Търново	25.975366	43.152516	36782	с	Кесарево		kesarevo	strazhitsa	veliko-trnovo
https://www.ekatte.com/област-хасково/община-ивайловград/ботурче	Ивайловград	Хасково	25.941208	41.380737	5904	с	Ботурче		boturche	ivajlovgrad	haskovo
https://www.ekatte.com/област-кърджали/община-кирково/самокитка	Кирково	Кърджали	25.446035	41.402313	65228	с	Самокитка		samokitka	kirkovo	krdzhali
https://www.ekatte.com/област-кърджали/община-черноочене/средска	Черноочене	Кърджали	25.202535	41.781744	68566	с	Средска		sredska	chernoochene	krdzhali
https://www.ekatte.com/област-кюстендил/община-кюстендил/жеравино	Кюстендил	Кюстендил	22.395568	42.314519	29266	с	Жеравино		zheravino	kjustendil	kjustendil
https://www.ekatte.com/област-шумен/община-никола-козлево/пет-могили	Никола Козлево	Шумен	27.351661	43.564301	56071	с	Пет могили		pet-mogili	nikola-kozlevo	shumen
https://www.ekatte.com/област-варна/община-дългопол/красимир	Дългопол	Варна	27.307633	43.034766	39551	с	Красимир		krasimir	dlgopol	varna
https://www.ekatte.com/област-ямбол/община-тунджа/могила	Тунджа	Ямбол	26.596633	42.501351	48787	с	Могила		mogila	tundzha	jambol
https://www.ekatte.com/област-сливен/община-сливен/калояново	Сливен	Сливен	26.460795	42.656855	35537	с	Калояново		kalojanovo	sliven	sliven
https://www.ekatte.com/област-враца/община-враца/лиляче	Враца	Враца	23.522048	43.321431	43712	с	Лиляче		liljache	vratsa	vratsa
https://www.ekatte.com/област-враца/община-мездра/дърманци	Мездра	Враца	23.720567	43.127045	24668	с	Дърманци		drmantsi	mezdra	vratsa
https://www.ekatte.com/област-търговище/община-търговище/алваново	Търговище	Търговище	26.672904	43.294495	215	с	Алваново		alvanovo	trgovische	trgovische
https://www.ekatte.com/област-добрич/община-шабла/пролез	Шабла	Добрич	28.455008	43.577348	58596	с	Пролез		prolez	shabla	dobrich
https://www.ekatte.com/област-видин/община-видин/бела-рада	Видин	Видин	22.7578	43.9764	3280	с	Бела Рада		bela-rada	vidin	vidin
https://www.ekatte.com/област-перник/община-трън/главановци	Трън	Перник	22.525402	42.816675	14979	с	Главановци		glavanovtsi	trn	pernik
https://www.ekatte.com/област-шумен/община-върбица/бяла-река	Върбица	Шумен	26.778155	42.997559	7692	с	Бяла река		bjala-reka	vrbitsa	shumen
https://www.ekatte.com/област-хасково/община-стамболово/долно-черковище	Стамболово	Хасково	25.739627	41.637444	22887	с	Долно Черковище		dolno-cherkovische	stambolovo	haskovo
https://www.ekatte.com/област-враца/община-криводол/краводер	Криводол	Враца	23.410162	43.303486	39236	с	Краводер		kravoder	krivodol	vratsa
https://www.ekatte.com/област-бургас/община-руен/просеник	Руен	Бургас	27.450888	42.798542	58640	с	Просеник		prosenik	ruen	burgas
https://www.ekatte.com/област-шумен/община-смядово/веселиново	Смядово	Шумен	27.029675	42.983068	10762	с	Веселиново		veselinovo	smjadovo	shumen
https://www.ekatte.com/област-благоевград/община-гоце-делчев/гоце-делчев	Гоце Делчев	Благоевград	23.728272	41.572821	17395	гр	Гоце Делчев	gr	gotse-delchev	gotse-delchev	blagoevgrad
https://www.ekatte.com/област-кюстендил/община-дупница/крайни-дол	Дупница	Кюстендил	23.087472	42.198885	39325	с	Крайни дол		krajni-dol	dupnitsa	kjustendil
https://www.ekatte.com/област-стара-загора/община-раднево/любеново	Раднево	Стара Загора	25.918759	42.197783	44540	с	Любеново		ljubenovo	radnevo	stara-zagora
https://www.ekatte.com/област-кърджали/община-крумовград/едрино	Крумовград	Кърджали	25.666386	41.451523	27680	с	Едрино		edrino	krumovgrad	krdzhali
https://www.ekatte.com/област-габрово/община-дряново/гърня	Дряново	Габрово	25.503278	42.9729	18397	с	Гърня		grnja	drjanovo	gabrovo
https://www.ekatte.com/област-пазарджик/община-ракитово/костандово	Ракитово	Пазарджик	24.112477	42.023246	38844	гр	Костандово	gr	kostandovo	rakitovo	pazardzhik
https://www.ekatte.com/област-добрич/община-генерал-тошево/пчеларово	Генерал Тошево	Добрич	27.918731	43.726433	58832	с	Пчеларово		pchelarovo	general-toshevo	dobrich
https://www.ekatte.com/област-пловдив/община-карлово/столетово	Карлово	Пловдив	24.619933	42.688284	69420	с	Столетово		stoletovo	karlovo	plovdiv
https://www.ekatte.com/област-велико-търново/община-златарица/горна-хаджийска	Златарица	Велико Търново	25.972975	43.03728	16417	с	Горна Хаджийска		gorna-hadzhijska	zlataritsa	veliko-trnovo
https://www.ekatte.com/област-благоевград/община-якоруда/смолево	Якоруда	Благоевград	23.76279	42.01725	32603	с	Смолево		smolevo	jakoruda	blagoevgrad
https://www.ekatte.com/област-благоевград/община-симитли/симитли	Симитли	Благоевград	23.10602	41.889673	66460	гр	Симитли	gr	simitli	simitli	blagoevgrad
https://www.ekatte.com/област-хасково/община-хасково/гарваново	Хасково	Хасково	25.445615	41.966686	14550	с	Гарваново		garvanovo	haskovo	haskovo
https://www.ekatte.com/област-хасково/община-хасково/текето	Хасково	Хасково	25.466707	41.853519	72182	с	Текето		teketo	haskovo	haskovo
https://www.ekatte.com/област-плевен/община-гулянци/шияково	Гулянци	Плевен	24.703997	43.606552	83394	с	Шияково		shijakovo	guljantsi	pleven
https://www.ekatte.com/област-кърджали/община-черноочене/свободиново	Черноочене	Кърджали	25.336171	41.721808	65841	с	Свободиново		svobodinovo	chernoochene	krdzhali
https://www.ekatte.com/област-хасково/община-ивайловград/кондово	Ивайловград	Хасково	26.013543	41.433056	38248	с	Кондово		kondovo	ivajlovgrad	haskovo
https://www.ekatte.com/област-благоевград/община-сандански/кръстилци	Сандански	Благоевград	23.200523	41.551479	40378	с	Кръстилци		krstiltsi	sandanski	blagoevgrad
https://www.ekatte.com/област-пазарджик/община-велинград/кандови	Велинград	Пазарджик	23.829821	42.023275	36035	с	Кандови		kandovi	velingrad	pazardzhik
https://www.ekatte.com/област-софия/община-елин-пелин/петково	Елин Пелин	София-област	23.651374	42.669815	56006	с	Петково		petkovo	elin-pelin	sofija-oblast
https://www.ekatte.com/област-благоевград/община-сатовча/плетена	Сатовча	Благоевград	23.956109	41.640623	56740	с	Плетена		pletena	satovcha	blagoevgrad
https://www.ekatte.com/област-хасково/община-хасково/криво-поле	Хасково	Хасково	25.712493	41.840872	39863	с	Криво поле		krivo-pole	haskovo	haskovo
https://www.ekatte.com/област-плевен/община-искър/староселци	Искър	Плевен	24.2833	43.5333	69095	с	Староселци		staroseltsi	iskr	pleven
https://www.ekatte.com/област-софия/община-сливница/сливница	Сливница	София-област	23.037872	42.851974	67372	гр	Сливница	gr	slivnitsa	slivnitsa	sofija-oblast
https://www.ekatte.com/област-варна/община-суворово/дръндар	Суворово	Варна	27.62964	43.362047	23858	с	Дръндар		drndar	suvorovo	varna
https://www.ekatte.com/област-габрово/община-севлиево/шумата	Севлиево	Габрово	25.073824	42.922094	83497	с	Шумата		shumata	sevlievo	gabrovo
https://www.ekatte.com/област-хасково/община-тополовград/планиново	Тополовград	Хасково	26.375626	41.95693	56664	с	Планиново		planinovo	topolovgrad	haskovo
https://www.ekatte.com/област-габрово/община-трявна/явор	Трявна	Габрово	25.52563	42.851902	87117	с	Явор		javor	trjavna	gabrovo
https://www.ekatte.com/област-велико-търново/община-велико-търново/ресен	Велико Търново	Велико Търново	25.556051	43.200521	62517	с	Ресен		resen	veliko-trnovo	veliko-trnovo
https://www.ekatte.com/област-силистра/община-кайнарджа/войново	Кайнарджа	Силистра	27.441868	43.975134	11990	с	Войново		vojnovo	kajnardzha	silistra
https://www.ekatte.com/област-шумен/община-каолиново/гусла	Каолиново	Шумен	27.055509	43.667021	18188	с	Гусла		gusla	kaolinovo	shumen
https://www.ekatte.com/област-хасково/община-хасково/малево	Хасково	Хасково	25.628014	41.860234	46293	с	Малево		malevo	haskovo	haskovo
https://www.ekatte.com/област-варна/община-аврен/бенковски	Аврен	Варна	27.784374	43.117737	3811	с	Бенковски		benkovski	avren	varna
https://www.ekatte.com/област-шумен/община-хитрино/студеница	Хитрино	Шумен	26.748858	43.452303	70099	с	Студеница		studenitsa	hitrino	shumen
https://www.ekatte.com/област-монтана/община-вършец/горно-озирово	Вършец	Монтана	23.391388	43.216339	16866	с	Горно Озирово		gorno-ozirovo	vrshets	montana
https://www.ekatte.com/област-видин/община-видин/динковица	Видин	Видин	22.778061	44.039359	21186	с	Динковица		dinkovitsa	vidin	vidin
https://www.ekatte.com/област-търговище/община-антоново/китино	Антоново	Търговище	26.375043	43.176192	37040	с	Китино		kitino	antonovo	trgovische
https://www.ekatte.com/област-софия/община-мирково/буново	Мирково	София-област	23.93223	42.715713	7051	с	Буново		bunovo	mirkovo	sofija-oblast
https://www.ekatte.com/област-стара-загора/община-братя-даскалови/оризово	Братя Даскалови	Стара Загора	25.165216	42.209806	53850	с	Оризово		orizovo	bratja-daskalovi	stara-zagora
https://www.ekatte.com/област-добрич/община-добрич-селска/прилеп	Добрич-селска	Добрич	27.911662	43.40057	58339	с	Прилеп		prilep	dobrich-selska	dobrich
https://www.ekatte.com/област-кърджали/община-крумовград/гулийка	Крумовград	Кърджали	25.722357	41.451945	18071	с	Гулийка		gulijka	krumovgrad	krdzhali
https://www.ekatte.com/област-благоевград/община-петрич/рупите	Петрич	Благоевград	23.240785	41.441512	49312	с	Рупите		rupite	petrich	blagoevgrad
https://www.ekatte.com/област-монтана/община-якимово/комощица	Якимово	Монтана	23.310395	43.718705	38159	с	Комощица		komoschitsa	jakimovo	montana
https://www.ekatte.com/област-бургас/община-камено/русокастро	Камено	Бургас	27.186744	42.465483	63478	с	Русокастро		rusokastro	kameno	burgas
https://www.ekatte.com/област-пловдив/община-пловдив/пловдив	Пловдив	Пловдив	24.748809	42.159272	56784	гр	Пловдив	gr	plovdiv	plovdiv	plovdiv
https://www.ekatte.com/област-софия/община-ботевград/елов-дол	Ботевград	София-област	23.771043	43.04288	27334	с	Елов дол		elov-dol	botevgrad	sofija-oblast
https://www.ekatte.com/област-шумен/община-никола-козлево/векилски	Никола Козлево	Шумен	27.382653	43.569229	10330	с	Векилски		vekilski	nikola-kozlevo	shumen
https://www.ekatte.com/област-търговище/община-попово/кардам	Попово	Търговище	26.2833	43.3667	36470	с	Кардам		kardam	popovo	trgovische
https://www.ekatte.com/област-разград/община-исперих/лудогорци	Исперих	Разград	26.766947	43.644455	24116	с	Лудогорци		ludogortsi	isperih	razgrad
https://www.ekatte.com/област-търговище/община-търговище/певец	Търговище	Търговище	26.683313	43.21164	55662	с	Певец		pevets	trgovische	trgovische
https://www.ekatte.com/област-пазарджик/община-пазарджик/главиница	Пазарджик	Пазарджик	24.312941	42.158081	15028	с	Главиница		glavinitsa	pazardzhik	pazardzhik
https://www.ekatte.com/област-стара-загора/община-стара-загора/бенковски	Стара Загора	Стара Загора	25.889376	42.411082	3856	с	Бенковски		benkovski	stara-zagora	stara-zagora
https://www.ekatte.com/област-търговище/община-попово/заветно	Попово	Търговище	26.338962	43.331035	30079	с	Заветно		zavetno	popovo	trgovische
https://www.ekatte.com/област-плевен/община-пордим/каменец	Пордим	Плевен	25.003765	43.339908	35780	с	Каменец		kamenets	pordim	pleven
https://www.ekatte.com/област-кърджали/община-момчилград/прогрес	Момчилград	Кърджали	25.408603	41.495165	59361	с	Прогрес		progres	momchilgrad	krdzhali
https://www.ekatte.com/област-габрово/община-габрово/мрахори	Габрово	Габрово	25.273061	42.914373	49237	с	Мрахори		mrahori	gabrovo	gabrovo
